PoreSize,Day,Replicate,PoreID,CellCount,EdgeCount,PoreArea,S1_Density,S4_EdgeDensity,S2_Coverage,S3_Circularity
300,14,3,4,260,81,94766.1408825259,0.00274359594659765,0.00357469212323874,1,NaN
300,14,3,5,293,80,102852.660393772,0.00284873525758349,0.00336761467573035,0.992419537807037,0.0441268728106114
300,14,3,6,287,83,92861.3397549678,0.00309062954246949,0.00383303016707249,0.975854998769786,0.755660745099547
300,14,3,7,268,78,88729.4302827246,0.0030204183566383,0.00357968059693329,1,NaN
300,14,3,8,306,93,90717.600731411,0.00337310508140508,0.00419490702284661,1,NaN
300,14,3,9,263,91,87788.0982402647,0.00299585029487942,0.00423388924034257,0.998823617866665,0.937667186342994
300,18,1,1,272,72,92471.1716482857,0.00294145726880754,0.00317372180666719,1,NaN
300,18,1,2,287,79,83417.8347844746,0.00344051126166865,0.00367933006646829,1,NaN
300,18,1,3,302,81,92184.710279963,0.00327603134058601,0.00360504992675684,0.992881786096681,0.409293198273143
300,18,1,4,254,69,94545.8587153546,0.00268652697697429,0.00301701335344531,0.999995703839908,1
300,18,1,5,326,81,88114.2374160084,0.00369974262457582,0.00366990148326658,1,NaN
300,18,1,6,301,73,95308.977177937,0.00315814951447908,0.00319213945212368,1,NaN
300,18,1,7,258,76,93399.8101499912,0.00276231824867392,0.00334840601627125,1,NaN
300,18,1,8,267,66,90588.4065897705,0.00294739702409282,0.00295539975376001,1,NaN
300,18,1,9,241,60,91977.5563659685,0.00262020442292561,0.00267652820096256,1,NaN
300,18,2,1,288,77,86100.8937831104,0.00334491301246508,0.00358877466177212,1,NaN
300,18,2,2,385,107,101290.778778187,0.00380093829511468,0.00454433207785839,1,NaN
300,18,2,3,297,93,89172.8684389676,0.00333060946899196,0.00421327500100827,1,NaN
300,18,2,4,334,88,89183.5307865434,0.0037450860832076,0.00402075283251539,1,NaN
300,18,2,5,391,102,101332.006522147,0.00385860315432068,0.00431977750816159,0.999683332147499,1
300,18,2,6,331,92,93584.7447735249,0.00353690124176777,0.00409428624775118,0.996930331880061,0.550813133683734
300,18,2,7,306,83,94892.9640479995,0.00322468586654345,0.00361877658987921,1,NaN
300,18,2,8,331,97,98739.1266840318,0.00335226785081065,0.00417705812338516,1,NaN
300,18,2,9,310,82,93632.3699260304,0.00331082082238119,0.00362999637920287,1,NaN
300,18,3,1,287,71,95296.2549546336,0.00301166084791714,0.00311707225464879,1,NaN
300,18,3,2,345,79,101960.719289244,0.00338365600404698,0.00333819277700832,1,NaN
300,18,3,3,274,70,96048.2031246442,0.00285273426348667,0.00305176894337726,1,NaN
300,18,3,4,306,77,84702.6710329579,0.00361263696018435,0.00358492892642978,1,NaN
300,18,3,5,379,94,94122.2815861675,0.00402667671897681,0.00413338811147872,1,NaN
300,18,3,6,295,77,88173.6150436439,0.00334567205681634,0.00351166343258066,1,NaN
300,18,3,7,258,69,90853.71876425,0.00283972966114316,0.00311239503219373,1,NaN
300,18,3,8,320,79,101065.48970561,0.00316626378531502,0.00335392247365846,1,NaN
300,18,3,9,280,75,91420.5485664106,0.00306276875812662,0.00335410891024517,1,NaN
300,28,1,1,356,94,91816.6795535251,0.00387729116028932,0.00421672315566167,1,NaN
300,28,1,2,401,94,93167.4445176929,0.00430407855529244,0.00420349198259957,1,NaN
300,28,1,3,397,83,100551.870032223,0.00394821100664538,0.00355517648669255,1,NaN
300,28,1,4,345,83,91477.9220794261,0.00377140180010267,0.0037366385013578,0.999997779879492,1
300,28,1,5,357,78,86073.3390326734,0.00414762578066691,0.0036204633708974,1,NaN
300,28,1,6,351,76,88725.3145103615,0.00395602993279905,0.0034479816610563,1,NaN
300,28,1,7,344,79,95368.7588233034,0.0036070512424027,0.00347568277643408,0.999998935227776,1
300,28,1,8,357,86,91182.7278416547,0.00391521517781258,0.00382929837590132,1,NaN
300,28,1,9,367,84,103685.579759649,0.00353954716606429,0.00348673847248096,1,NaN
300,28,2,1,305,75,93471.8445875406,0.00326301466870437,0.00340098983431086,1,NaN
300,28,2,2,335,75,94797.3284220422,0.00353385486253963,0.00336304895070465,1,NaN
300,28,2,3,253,67,95853.714565482,0.00263943866074344,0.00293922647956657,0.97661506386522,0.845021757331033
300,28,2,4,331,89,92543.0005950343,0.00357671566592537,0.00393705502886794,1,NaN
300,28,2,5,332,75,87546.7196155548,0.00379226088033814,0.00343391120844857,1,NaN
300,28,2,6,296,78,87806.8812323473,0.00337103420421856,0.003600023118455,0.979936347719088,0.377371967910388
300,28,2,7,292,72,95128.3693551974,0.0030695364798035,0.00314216662836418,1,NaN
300,28,2,8,257,77,90800.7707514318,0.00283037245029054,0.00344914943284404,0.856196899732828,0.70618170019441
300,28,2,9,289,70,100300.223884807,0.00288134950059444,0.00299347638088866,0.994075297981531,0.578056275964451
300,28,3,1,366,88,103939.3183886,0.00352128535836292,0.00364278228911113,1,NaN
300,28,3,2,402,85,100112.76491904,0.0040154719562994,0.00361607565101395,1,NaN
300,28,3,3,316,67,95833.6214536243,0.00329738139086102,0.00291469835562733,1,NaN
300,28,3,4,360,88,97865.2499138183,0.00367852736611843,0.00376910241885492,1,NaN
300,28,3,5,395,86,91155.8088556689,0.00433324003109249,0.00384154860337129,1,NaN
300,28,3,6,353,85,95582.9046710873,0.00369312902986907,0.00371282469327554,1,NaN
300,28,3,7,382,79,108725.07425907,0.00351344896844837,0.00320934226398454,1,NaN
300,28,3,8,366,82,96842.9875202174,0.00377931339554753,0.00354327863588552,1,NaN
300,28,3,9,357,87,101949.831469416,0.00350172231630512,0.00365811256826145,1,NaN
400,4,1,1,11,5,155284.123916803,7.08378920042946e-05,0.0025431905353324,0.0267752470683619,0.148787059518403
400,4,1,2,7,4,163507.171303678,4.28115778909724e-05,0.00244247199137887,0.0117788709322875,0.0667499398091288
400,4,1,3,22,12,161076.736954837,0.00013658086459852,0.00198470587669097,0.0852259834300669,0.115267145126466
400,4,1,4,2,2,155156.90634478,1.28901770930888e-05,0.00222985472158372,0.00578268818766348,0.0856241965118343
400,4,1,5,3,2,163034.445832536,1.84010193961189e-05,0.00196631429531549,0.00623999701077993,0.0599856261167679
400,4,1,6,11,9,158277.036596858,6.9498394944162e-05,0.00416812031537677,0.0138282251799813,0.164435855529112
400,4,1,7,2,2,158782.150260718,1.25958742636753e-05,0.000861967208264587,0.0146148573299366,0.298904207290315
400,4,1,8,14,14,163935.426466324,8.53994789398123e-05,0.00263188571295798,0.0340514689306126,0.258575320302421
400,4,1,9,6,3,164842.19433204,3.63984477658327e-05,0.000620973980533088,0.0320397887378162,0.218582910824376
400,4,2,1,5,5,157329.168601094,3.17805022708627e-05,0.00192646109820447,0.0165123180937913,0.232119115922323
400,4,2,2,9,8,156314.91527606,5.75760795705613e-05,0.00173952232820872,0.0309195455304192,0.210037734509737
400,4,2,3,2,0,161324.859678173,1.23973453563809e-05,0,0.0111221803576745,0.118892909553114
400,4,2,4,11,6,159776.77812661,6.88460496511164e-05,0.00106751556751082,0.0888438298853876,0.315670876413644
400,4,2,5,17,17,162569.883554538,0.000104570413832504,0.00224313602889999,0.0561461358313817,0.324728335047518
400,4,2,6,3,3,167635.769256159,1.78959419777279e-05,0.00149879943741819,0.0119619876364733,0.0907135883656393
400,4,2,7,1,0,168680.886746438,5.92835394269182e-06,0,0.00287521494895093,0.106645109297072
400,4,2,8,6,1,163065.740735665,3.67949758970292e-05,0.000528781355177959,0.0316299885314676,0.13193091026641
400,4,2,9,6,5,159890.995843393,3.75255652662065e-05,0.000944064170427083,0.0379074002580542,0.324942278010453
400,4,2,10,0,0,162316.777094146,0,0,0.00277840847608468,0.10416055951064
400,4,2,11,9,5,163839.679984587,5.49317479187378e-05,0.00121660206310522,0.0355152603520851,0.126057587561005
400,4,2,12,12,8,162247.63730292,7.39610153927586e-05,0.000716335294756352,0.108623745053427,0.268289912627384
400,4,3,1,2,2,156872.774612266,1.27491848406665e-05,0.014069900217993,0.000907426333098038,0.0918198263125825
400,4,3,2,2,1,164723.881159065,1.21415303350503e-05,0.000649922802731628,0.0110734155430936,0.100976707494723
400,4,3,3,7,5,167539.821527237,4.17811117153543e-05,0.000816498387766538,0.0365562321524669,0.214716432415669
400,4,3,4,3,2,160946.110434374,1.86397794386169e-05,0.00508857150741157,0.00244330651983693,0.126983156344704
400,4,3,5,6,5,162374.89506194,3.69515250353895e-05,0.00246753774429901,0.0124885959959204,0.212815549808309
400,4,3,6,7,7,159212.927262646,4.39662791228783e-05,0.000977256454110956,0.0453000713612915,0.232731459114494
400,4,3,7,3,3,156915.215770191,1.9118604816461e-05,0.00214792021356392,0.00890227875818461,0.170081611761017
400,4,3,8,6,3,158809.939330098,3.77810105923443e-05,0.00199465270085636,0.00947185232733294,0.149816985651652
400,4,3,9,11,11,163926.332605232,6.71033129649173e-05,0.00180194321105976,0.0372412742281042,0.219221738854976
400,7,1,1,214,156,159022.971832474,0.00134571752454383,0.00567820344991526,0.266119866888349,0.926238471506729
400,7,1,2,185,129,162595.953627173,0.00113778969201287,0.00437717565715743,0.313406944199866,0.939078862408282
400,7,1,3,135,106,158897.577330728,0.000849603891184649,0.00507491027987246,0.166554736866992,0.867568394364174
400,7,1,4,215,109,160887.948519176,0.00133633377750711,0.00370560369433747,0.35824437135075,0.935059427416701
400,7,1,5,132,87,165519.21929501,0.000797490470062769,0.00305778564518062,0.28252989691354,0.93111337356187
400,7,1,6,146,96,164245.678213711,0.000888912278166794,0.00356442571754542,0.266573197283453,0.908666417697964
400,7,1,7,173,115,163100.374586425,0.00106069652162773,0.00416683682287179,0.263259464554067,0.922059020744952
400,7,1,8,155,116,166313.316783397,0.000931975881413445,0.00402010744585504,0.261419066841025,0.90738025049493
400,7,1,9,131,99,168685.151245579,0.000776594733043722,0.00412379622765088,0.196240924636715,0.839150316470821
400,7,3,1,121,85,172048.968111435,0.000703288147137441,0.00297513178890962,0.249963853409494,0.885200179526708
400,7,3,2,113,89,170286.432009137,0.000663587807124507,0.00346689918439201,0.203269275488483,0.865104012444119
400,7,3,3,127,92,165855.368120643,0.000765727401163286,0.00357538933340932,0.231048387837323,0.917044571396497
400,7,3,4,94,66,154276.585239496,0.000609295311106842,0.00275517564218228,0.218844174639393,0.899491124977966
400,7,3,5,106,77,162333.545017682,0.000652976561242805,0.00320891750136882,0.203656735695392,0.893410530781469
400,7,3,6,109,83,155655.625814495,0.000700263799844295,0.00350812697191862,0.2123776852814,0.882722077457383
400,7,3,7,132,91,163472.253606153,0.000807476480492048,0.00345646574160258,0.229296815315108,0.914608211244825
400,7,3,8,100,82,171333.048873155,0.000583658556581422,0.00345299784710725,0.183647043624714,0.860607383961026
400,7,3,9,126,91,161328.760337209,0.000781013873388945,0.00340621896745065,0.240149989898716,0.893135951750796
400,10,1,1,94,79,162700.927513075,0.00057774716737522,0.0031760067129507,0.200631791256768,0.830760264130444
400,10,1,2,105,80,160209.790777737,0.000655390656777455,0.00284054565372826,0.260770533870167,0.789156347789658
400,10,1,3,91,70,156963.13953465,0.000579753949046818,0.00281801364293212,0.211109652070583,0.828137224082244
400,10,1,4,92,80,156555.175915225,0.000587652241212504,0.00379046887662207,0.173853799762501,0.763806013132327
400,10,1,5,118,86,159898.284460068,0.000737969143311656,0.00345522480612985,0.223372120711825,0.73436014356357
400,10,1,6,105,80,159031.996356302,0.000660244494225888,0.00306770879250898,0.238890169336133,0.878251471873304
400,10,1,7,75,67,165105.963414845,0.000454253731656894,0.00291750103880364,0.169479403363231,0.667764623875177
400,10,1,8,82,71,165616.577910138,0.000495119516625276,0.00309214502710389,0.177873933877083,0.73771195413459
400,10,1,9,84,69,160996.171622049,0.000521751537031554,0.00312360810211844,0.17847894664482,0.800190198082917
400,10,2,1,64,50,156168.370896025,0.00040981409764856,0.00340629585935113,0.10815390036708,0.715307024088179
400,10,2,2,71,60,156740.21165453,0.00045297884474273,0.00333151278524634,0.139404347167034,0.771612285479737
400,10,2,3,84,63,156785.597453367,0.00053576349718592,0.00318015699079531,0.169082319570771,0.871481264125578
400,10,2,4,70,62,156720.615548992,0.000446654703050969,0.00336565912336583,0.137310377220972,0.690984404580168
400,10,2,5,108,81,155340.359286364,0.000695247522898453,0.00336933388576585,0.232502642276024,0.870491912029351
400,10,2,6,104,77,158792.92909322,0.000654941001428007,0.00299782177703233,0.228216006419704,0.838169229319209
400,10,2,7,103,84,158016.19226748,0.000651831932677177,0.00346957902683248,0.208231140183193,0.83274954480632
400,10,2,8,148,97,159713.946053519,0.000926656711308145,0.00339438505519896,0.301801137440035,0.881574847693509
400,10,2,9,169,82,162528.474786787,0.00103981779329255,0.00283732126135117,0.390903252649111,0.914514429134137
400,10,3,1,139,103,159927.322377424,0.000869144796109099,0.00391065858042307,0.236656787978983,0.907749811980015
400,10,3,2,147,106,166454.854221794,0.000883122337808959,0.00382965559650476,0.250439033376296,0.886230149940871
400,10,3,3,137,105,154605.306026967,0.000886127413868343,0.0039300823734358,0.259834556167629,0.927867713674569
400,10,3,4,186,100,159454.985303585,0.00116647340718684,0.00339618368197749,0.362788896982787,0.967490904200052
400,10,3,5,183,129,170629.432637717,0.00107249961024338,0.00438767361282633,0.288784608500267,0.904035013172487
400,10,3,6,158,110,162340.891720119,0.00097326063893007,0.00376003491045282,0.271823571389705,0.908585585279232
400,10,3,7,181,116,158936.247102759,0.00113882140354664,0.003964604852184,0.351017378255428,0.939597498016804
400,10,3,8,167,118,162377.444030218,0.00102846796854939,0.00407887734440045,0.296093329389791,0.915610861271943
400,10,3,9,177,110,159665.059552461,0.00110857065720032,0.00380616382474853,0.306186547113718,0.929350986048158
400,14,1,1,455,97,156036.687586993,0.00291598089549503,0.00328884421085235,1,NaN
400,14,1,2,471,130,158619.716714079,0.00296936603946283,0.0043396790989813,0.999663301818554,0.444972239067814
400,14,1,3,387,109,158563.974458152,0.00244065527067207,0.00361587060348154,0.999727217018072,0.728777648030817
400,14,1,4,475,110,158921.171646402,0.00298890320955391,0.00368005648477263,1,NaN
400,14,1,5,504,118,162260.731827965,0.00310611196142243,0.00391420460133269,1,NaN
400,14,1,6,450,113,160552.216453694,0.00280282645696011,0.00370692336120295,0.999998735188264,1
400,14,1,7,451,105,155077.189739079,0.00290822912614563,0.00363713147217639,1,NaN
400,14,1,8,484,106,163056.658137997,0.00296829338664836,0.00359983166661943,0.999632611404365,0.777965614839336
400,14,1,9,519,128,156449.423962843,0.00331736600144507,0.00436104174218163,0.996890687313213,0.808547701168893
400,14,2,1,374,129,158984.879325313,0.00235242497014276,0.00432256474934985,0.810768522368109,0.987019153699479
400,14,2,2,378,122,157973.19068771,0.00239281107354001,0.00406319296802909,0.835670198906199,0.766790843623
400,14,2,3,199,100,163734.556440772,0.00121538180043249,0.00331308700811343,0.434794822281009,0.967569370060018
400,14,2,4,251,105,161950.597251421,0.0015498553525575,0.00346249301439292,0.518175183946153,0.990899737611722
400,14,2,5,403,110,154766.734728707,0.00260391873425788,0.00372670946311217,1,NaN
400,14,2,6,284,107,154775.7712892,0.00183491251656788,0.0036271431167867,0.710110025925498,0.99731457252709
400,14,2,7,255,111,160912.306604279,0.0015847140929196,0.0037011825128795,0.533828115239342,0.992798722509194
400,14,2,8,275,107,161611.573931374,0.00170161080243408,0.00353732805160903,0.568938231179003,0.991138509518151
400,14,2,9,340,94,157190.157490882,0.00216298530027061,0.00315638020316916,0.985087333437975,0.656492951404407
